@relation twit_classification

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute thrid_person_pronouns numeric
@attribute coordinating_conjunctions numeric
@attribute past_tense_verbs numeric
@attribute future_tense_verbs numeric
@attribute commas numeric
@attribute colons_semicolons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute incorrect_ellipses numeric
@attribute common_singular_nouns numeric
@attribute common_plural_nouns numeric
@attribute proper_singular_nouns numeric
@attribute proper_plural_nouns numeric
@attribute adverb numeric
@attribute adverb_comparative numeric
@attribute adverb_superlative numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute all_caps_words numeric
@attribute number_of_sentences numeric
@attribute average_sentence_length numeric
@attribute alltokens_not_punctuation_length numeric
@attribute twit {justinbieber.twt,ladygaga.twt,britneyspears.twt,katyperry.twt,rihanna.twt,taylorswift13.twt}

@data
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11.5,4.40909090909,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,10.0,3.94736842105,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.0,4.54545454545,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,8.0,4.04166666667,justinbieber.twt
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3.25,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.0,3.72,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,6.0,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,4.57142857143,justinbieber.twt
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9.0,4.8125,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,4.0,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,6.91666666667,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,5.33333333333,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5.0,4.0,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,4.15384615385,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,6.5,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,3.64705882353,justinbieber.twt
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,4.88235294118,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,4.83333333333,justinbieber.twt
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9.0,4.71428571429,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,4.33333333333,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,3.92857142857,justinbieber.twt
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6.0,3.33333333333,justinbieber.twt
